,bot,shoes
N10573,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3836831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4150011.jpg
N01525,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3186789.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2889428.jpg
N01096,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2527428.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2544968.jpg
N07646,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3800069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3428459.jpg
N03900,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2488238.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2436668.jpg
N03499,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2544728.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2551278.jpg
N07757,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3339419.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3361449.jpg
N06931,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3739409.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3408849.jpg
N14306,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4354951.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4198351.jpg
N07945,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3592429.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3654899.jpg
N01169,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2756708.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2659768.jpg
N06343,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3350349.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3348059.jpg
N00368,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2755658.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747168.jpg
N11837,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3981831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970121.jpg
N09227,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3649319.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3449919.jpg
N03347,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2642568.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2544988.jpg
N14974,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4436221.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4221161.jpg
N15040,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3979001.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970311.jpg
N01350,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3014818.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3193369.jpg
N04538,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2935938.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2814558.jpg
N00827,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2891938.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2908478.jpg
N08478,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3728759.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3539149.jpg
N10446,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3836831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4464741.jpg
N14285,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3988301.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4173771.jpg
N09083,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3538239.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3344769.jpg
N11564,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4016631.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720129.jpg
N00280,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2493048.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2805628.jpg
N03187,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2135007.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2472098.jpg
N04660,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3183589.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2771708.jpg
N06640,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3519729.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465329.jpg
N08109,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3554469.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3553569.jpg
N09415,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3940611.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3883001.jpg
N01965,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2820528.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2792958.jpg
N05857,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3801299.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3344829.jpg
N01204,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2755958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2780918.jpg
N00616,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2617528.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2510798.jpg
N04825,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2756708.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2436368.jpg
N02417,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2720868.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2551388.jpg
N11786,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4066621.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4080411.jpg
N02580,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2686998.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2515788.jpg
N04453,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2762618.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747918.jpg
N06940,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3426329.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381629.jpg
N06135,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3534039.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3348049.jpg
N08247,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3583069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3577029.jpg
N07425,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3457909.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465379.jpg
N10847,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4000021.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720129.jpg
N10957,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4176801.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720129.jpg
N06279,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3699879.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465329.jpg
N04969,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2952158.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2820078.jpg
N06970,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3395519.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465289.jpg
N04626,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3014818.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2922548.jpg
N11128,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4183511.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720129.jpg
N00614,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2747738.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747638.jpg
N00881,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2613668.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2584258.jpg
N07650,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3424829.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3428319.jpg
N09721,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3145478.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3227529.jpg
N03594,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2673768.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2344047.jpg
N00166,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2865268.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2772898.jpg
N08785,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3766539.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3385529.jpg
N06246,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3476579.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465369.jpg
N02224,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2797938.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2642218.jpg
N01810,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2946048.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2957788.jpg
N07640,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3800039.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3801379.jpg
N10246,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3836831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3926391.jpg
N04181,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2781518.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2779878.jpg
N11399,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4034711.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4691751.jpg
N07237,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3339409.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3339509.jpg
N01790,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2977578.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3029578.jpg
N06110,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3430319.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3385029.jpg
N11275,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3995851.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3996831.jpg
N05858,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3762259.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3344829.jpg
N06457,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3713919.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3302739.jpg
N09679,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3200069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3167199.jpg
N08020,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2997808.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2930428.jpg
N03472,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2899718.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/1825203.jpg
N06295,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3410709.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3400919.jpg
N11709,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4124471.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720089.jpg
N00077,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2706148.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2708118.jpg
N06739,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3735109.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3735749.jpg
N02676,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2749898.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2485698.jpg
N00031,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2503898.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2802558.jpg
N07305,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3720789.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3525839.jpg
N07460,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3463029.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465259.jpg
N01346,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2930258.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2924958.jpg
N10770,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3951371.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3953241.jpg
N07653,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3424849.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3428329.jpg
N01750,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2914108.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3087648.jpg
N09087,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3570059.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3493109.jpg
N11136,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3975611.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4276281.jpg
N02644,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2765438.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2772968.jpg
N05405,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3393169.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3448489.jpg
N08864,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3437479.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3439289.jpg
N11084,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4205781.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4036111.jpg
N09221,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3564079.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3267479.jpg
N14063,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4073931.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3897531.jpg
N10202,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4153681.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3992091.jpg
N00256,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2643958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2493888.jpg
N10819,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4056231.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4296481.jpg
N03958,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2628908.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2519638.jpg
N02015,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2544798.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2545338.jpg
N08712,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3367679.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3355959.jpg
N02586,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2714108.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2663238.jpg
N14076,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4034731.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4391991.jpg
N09159,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3430149.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3434859.jpg
N11211,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4262221.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4114601.jpg
N08622,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3812239.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3796929.jpg
N00540,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2790468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2471838.jpg
N05921,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3433299.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3481869.jpg
N00877,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2563368.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2584358.jpg
N10322,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4154141.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4275401.jpg
N07844,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3365299.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3348399.jpg
N08605,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3393139.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3432069.jpg
N01412,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2988488.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3041218.jpg
N06003,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3393109.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3498499.jpg
N11851,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3925991.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4011801.jpg
N05860,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3593139.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3419249.jpg
N07053,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3377979.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381349.jpg
N07622,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3425149.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3428449.jpg
N10667,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2925878.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3200279.jpg
N09675,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3004258.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3005478.jpg
N06841,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3599069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3899041.jpg
N04915,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2724088.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2770738.jpg
N06917,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3384429.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3353569.jpg
N09262,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3592429.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3654889.jpg
N07441,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3743969.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3465329.jpg
N01027,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2739408.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2713738.jpg
N09043,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3462179.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3414199.jpg
N11497,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4154501.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3955551.jpg
N01441,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2895188.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2900458.jpg
N01312,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2896098.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2908698.jpg
N06038,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3602199.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3602949.jpg
N07134,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3584089.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3410569.jpg
N04552,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2642618.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2611408.jpg
N11258,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4014011.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4467651.jpg
N03735,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2594278.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2527758.jpg
N06726,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3458009.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3551249.jpg
N14833,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3995891.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4075291.jpg
N10627,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3995171.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3973151.jpg
N00293,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2492998.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2510778.jpg
N07792,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3455909.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3448999.jpg
N16922,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4000631.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3703709.jpg
N10952,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3862301.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3983311.jpg
N15079,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4005511.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4006071.jpg
N08040,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3754379.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3605869.jpg
N14023,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4402081.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4383031.jpg
N06149,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3599069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356089.jpg
N04773,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2935938.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2956198.jpg
N00691,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2553238.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2575968.jpg
N07225,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3736519.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3761519.jpg
N01976,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2509828.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2471838.jpg
N09888,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4164831.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720129.jpg
N01139,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2475918.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2476628.jpg
